source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
598683192266480512,132.76610752623657,11.112342055019681,2.3138939668620604,7.798867768305695,-22.512145244811848,1.7259201,18.41417,2.9862518,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683192266481536,132.76381400890236,11.10658995936198,0.518333836016732,-2.1690187906918768,-2.4975685585997973,1.064901,17.829103,0.92329407,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5328.927,4.642,-0.949,2264.146,0.0124,0.0103,0.0056
598683192266693632,132.7674726667548,11.116734668527721,2.3482684882708003,-3.505185584640815,1.1573546359382272,0.9654237,20.514797,1.3922672,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683222330995584,132.78127550466624,11.117257901359746,2.2142342970493614,-0.8417622531406823,-26.446071403395152,1.0477765,12.268393,0.7019863,-48.03847,NOT_AVAILABLE,0,true,true,true,false,false,true,true,6014.831,4.1936,-0.4443,443.2511,0.0028,0.0024,0.0013
598683291050671104,132.74752412252496,11.117346992717104,0.17413914288418902,-2.911185139534245,-0.8764456681339838,1.1473926,19.324892,2.1331463,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683291051679744,132.75143242381074,11.105947443935548,0.11973884787505715,0.8849287846955305,-1.6981514834562859,1.0472429,20.324755,0.9847126,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683295347018112,132.74267525955267,11.108143791671766,0.4843966528530508,-3.635743748438421,0.49340307263748184,0.9816432,18.757048,1.4574203,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4284.9883,4.8457,-1.0767,1390.0133,0.003,0.0023,0.0012
598683398424675840,132.76294664960113,11.123872792427212,-0.25018683641205786,-9.054263573732223,-7.407227871582662,1.105063,20.895737,1.0897961,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683428489629696,132.7746987354817,11.126837102776532,1.3390506223468903,8.073737593557158,-29.653976318123625,1.0503377,20.141405,1.6438618,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683497209111040,132.75596051329836,11.139606135399282,0.989460497793268,-1.5157430152601745,-1.0994781574947372,0.98407763,20.077227,1.984951,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
